Book-Title,1st to Die: A Novel,A Heartbreaking Work of Staggering Genius,A Map of the World,A Painted House,A Prayer for Owen Meany,A Time to Kill,ANGELA'S ASHES,Angela's Ashes (MMP) : A Memoir,Angels &amp; Demons,Balzac and the Little Chinese Seamstress : A Novel,Bel Canto: A Novel,Black Notice,Chicken Soup for the Soul (Chicken Soup for the Soul),Cold Mountain : A Novel,Congo,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Fahrenheit 451,Fall On Your Knees (Oprah #45),Girl with a Pearl Earring,Good in Bed,Harry Potter and the Chamber of Secrets (Book 2),Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),House of Sand and Fog,Icy Sparks,Interview with the Vampire,Into Thin Air : A Personal Account of the Mt. Everest Disaster,Jurassic Park,Life of Pi,Little Altars Everywhere: A Novel,Lucky : A Memoir,Me Talk Pretty One Day,Message in a Bottle,Midnight in the Garden of Good and Evil: A Savannah Story,Mystic River,Nickel and Dimed: On (Not) Getting By in America,One for the Money (Stephanie Plum Novels (Paperback)),Red Dragon,SHIPPING NEWS,STONES FROM THE RIVER,She's Come Undone (Oprah's Book Club (Paperback)),She's Come Undone (Oprah's Book Club),Snow Falling on Cedars,Sphere,Summer Sisters,The Alienist,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",The Beach House,The Bean Trees,The Bonesetter's Daughter,The Book of Ruth (Oprah's Book Club (Paperback)),The Brethren,The Bridges of Madison County,The Catcher in the Rye,The Client,The Da Vinci Code,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,The Firm,The Five People You Meet in Heaven,The Girls' Guide to Hunting and Fishing,The Handmaid's Tale,The Horse Whisperer,The Hours: A Novel,The Joy Luck Club,The Kitchen God's Wife,The Lovely Bones: A Novel,The Nanny Diaries: A Novel,The No. 1 Ladies' Detective Agency (Today Show Book Club #8),The Notebook,The Partner,The Pelican Brief,The Perfect Storm : A True Story of Men Against the Sea,The Pilot's Wife : A Novel,The Poisonwood Bible: A Novel,The Rainmaker,The Reader,The Red Tent (Bestselling Backlist),The Runaway Jury,The Secret Life of Bees,The Street Lawyer,The Summons,The Testament,Timeline,To Kill a Mockingbird,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",Two for the Dough,Vinegar Hill (Oprah's Book Club (Paperback)),We Were the Mulvaneys,Where the Heart Is (Oprah's Book Club (Paperback)),While I Was Gone,White Oleander : A Novel,White Oleander : A Novel (Oprah's Book Club),Wicked: The Life and Times of the Wicked Witch of the West,Wild Animus
Icy Sparks,0.1537606865208616,-0.011955990876552627,0.2624588930052107,0.04474349882723386,0.060856325604006105,-0.012228782747424097,0.11236439050139646,0.05821089133251971,-0.013620072441634034,0.05340781626171812,-0.010524011847562324,-0.00770478511984574,0.10111581928967134,0.03456908014181803,0.16186586510217188,-0.017197464681102708,0.050879000271681823,0.1055411297141041,-0.014325437435456728,0.21677396802313012,0.05944783801671183,0.08649898620853211,0.11229790424187037,1.0,0.041469353908499505,0.045490496623185446,0.05156215318532256,0.07041525683233844,0.10426829649531492,0.128846494651884,0.08520777814344732,-0.011012870834427087,-0.009606719302464786,0.048283417490774694,0.054267688684109715,0.16987522528923513,0.05853703715054658,0.16573275670825816,0.1355947891801663,0.08687464128262051,0.0680018272931659,0.04563588662478953,-0.009594155028489003,0.14183418214396876,0.0962218061824626,0.0880963115373343,0.13328525220811402,-0.011708373781035253,0.06070094400594416,0.17303628531428647,0.057154087220461246,0.14782116624899383,0.04744527227684339,0.07342030914221773,0.06786932436812625,0.054677525266800406,-0.0033169676848677707,0.090686556414369,0.08053914832339983,0.06472300818331853,0.08944034937539111,0.16000157518274008,-0.012641887665951415,0.05676719034212334,0.07398265299446305,0.07806599949808174,-0.011996445365107567,0.18515831593735638,-0.010500755595619169,0.03420322094572437,0.06504010016046465,0.07755034036422209,0.01304231478585473,0.053445350293682824,0.10809860318530978,0.11850766437522735,0.06604088069041646,0.07781708376090403,0.060867604184646616,0.05050860917723544,0.07259349522500837,0.1097185125772616,0.025279805101742693,0.04631856430269185,0.18403622370226466,0.1447529674118283,0.08105755499120325,0.193914511193909,-0.010085258722119657,0.17385338827114424,-0.012548615632915329,0.11801402992210176,0.028483432382749436
Interview with the Vampire,0.059025708257068044,-0.010620000721637506,0.06999922185121336,0.03682084605104104,0.05038180083311807,-0.010862310196061164,0.03928865904894867,0.04813458203430938,-0.01209813395245875,0.04408962985676287,-0.009348034351115165,-0.006843834557727343,0.03387231472055016,-0.008168458987047376,0.06809671177003537,-0.015275780084595273,-0.010646957644785793,0.025689285349863394,-0.012724679825633111,0.03006329027045433,0.04928395499976697,0.031325704173823535,0.031504037052909335,0.041469353908499505,1.0,-0.008531143024435642,0.09192942989689358,0.01813559019532555,-0.0105392739380696,0.05904984366413432,0.0886901561016763,0.04631495715173838,-0.008533242202854733,0.03989987350700623,-0.008986174463831834,0.041056447216851505,-0.008587701981554993,0.043465153620647345,0.018831154068520366,-0.00308603909846333,-0.011222617211792298,0.03747618178112382,-0.008522081889998397,0.023648372009371702,0.03863053863433259,0.010387054967107354,0.03908666215211504,0.059585624383165024,0.13665967505018708,0.042979822914344774,0.04730600992456409,0.049297005860724344,-0.012192499239846095,0.022938156551527162,0.03929567039912539,0.045227196232606355,-0.0033446115969161293,0.030954964211192704,0.09847247726188607,0.05363629202544275,-0.0015079375304098118,0.1544953231946298,0.10013067607886553,0.04697980220857358,0.03191793928701115,0.018048160947419505,-0.010655934731798855,0.02327041127086766,-0.009327376806711751,-0.011422793205393102,0.053933129502496825,-0.01294266862761341,-0.01288703103114891,-0.008068558248397065,0.05154762127545761,0.027189515151807273,0.05478485787226806,-0.014991522653343374,0.050479241273793655,0.04170130765697312,0.06027720820658446,0.05446011714548779,-0.012426944757513067,0.038136398293160755,0.05996958422322284,-0.007473875472749822,0.06733209849643024,0.03218757564727529,-0.008958308517687176,0.0501226625878784,-0.011146404213009753,0.04459816529712333,0.023013252176965624
Into Thin Air : A Personal Account of the Mt. Everest Disaster,0.04921691912176528,-0.009138573293029847,0.07471075642343324,-0.009665031339578394,-0.008625413984938162,-0.009347082025718016,0.0371858016993922,-0.00910758546043771,-0.010410515661094006,-0.009455979159798213,-0.008044038724910201,-0.005889160024606684,-0.009234451188868321,-0.007029007163073968,0.04813141604809854,0.0270291983839252,0.03437667009133056,0.04178657823078362,-0.01094966208241051,0.033822071836542004,-0.007402074649875673,-0.011603242734490074,0.041477774258548136,0.045490496623185446,-0.008531143024435642,1.0,-0.008620851928093897,-0.010692841673232143,0.03423942312822548,-0.008523618542021324,-0.009388021206481065,-0.008417698568544038,-0.007342905272979984,-0.007939750214315444,-0.0077326561564506355,0.044850501798979384,-0.007389768233936346,0.01881132723289032,0.03823518821040414,-0.008412745457423435,0.04618884798300057,-0.011043944585794843,0.0802088167860713,0.11170119201626015,0.06357798086417324,0.11554390195060177,-0.007672957462323248,-0.008949306924448827,0.059838112681794224,0.10493738663182249,-0.008262425275709306,0.05330720459212766,0.03187368196387223,0.0220979991981841,0.018740051131448977,-0.008339341503808311,-0.008512547933087708,0.02516054611370456,-0.009207873918165072,-0.00837300195974212,0.055016989439237905,0.0515519348887119,-0.009662839173298039,-0.008296178080845418,0.013960602948626007,0.024329732572750055,-0.009169494720831893,0.044158075016916674,-0.008026262786044217,0.02276488185923504,0.06404252162804809,-0.011137242732936956,0.007991211149128834,0.03636241122754414,0.10328580091889886,0.02242449810980232,-0.007696511987637808,0.025677517109322593,-0.00730482942568387,-0.008866829413792503,-0.007611282004652878,0.021016817191180256,-0.010693459299262208,-0.00971440815654702,0.037104293419652816,0.06844755561134062,-0.008095753648468759,0.022333026182261004,-0.007708677345347193,0.04170984006308254,-0.009591546603832985,-0.00907565035110236,0.011938040442337098
Jurassic Park,0.07218441142997437,-0.01073167492741032,0.13572436892482012,0.04602478813444129,0.12690636675684602,0.022714886538243658,0.04855504410151601,0.11394431338614637,-0.012225351410902124,0.09119441020189127,-0.009446333243842198,-0.006915800634633269,0.09566914985477945,0.04036207655599984,0.14376220115021204,0.029275397312150633,-0.010758915315038645,0.0327058374764821,0.018600173502708574,0.0382108998062702,0.16949629370482114,0.03987688205642287,0.0396847717842685,0.05156215318532256,0.09192942989689358,-0.008620851928093897,1.0,0.023933810957985895,-0.010650099264480156,0.13818857792988315,0.04782344621944433,-0.009885132151146905,-0.00862297318034225,0.04933326383291578,-0.009080668232946155,0.05086454836025249,0.20563013681928144,0.08974522229572393,0.024293325769483596,-0.0018909148874306024,-0.011340628207899427,0.07338210986467596,0.06159529173151231,0.0306303282926909,0.047895682614336285,0.1600754713060758,0.04830540544060079,0.025303154261642747,0.06170910310050183,0.053074881198787525,0.1261927259978576,0.06053664274702409,-0.012320708992809806,0.07967248357946767,0.07522500822165837,0.05577927173173877,-0.002178369213810326,0.08045804470166625,0.07239047840454442,0.0658268806604931,0.1117073077792182,0.12331001581774899,0.05276000758120846,0.12546777489871982,-0.0002064648346654409,0.04847226379515472,-0.010767986800262051,0.02992947028581958,-0.00942545847583169,-0.011542909144398636,0.1249572972518131,-0.013078766757684554,-0.013022544106231899,-0.00815340285978072,0.08373943687222184,0.06354454178107227,0.20232911888484906,-0.015149165428472942,0.14983945170537635,0.11377625122996145,0.15612552407346847,0.06703103569357748,-0.012557619813226572,0.047606081381113684,0.1395418630607417,-0.007552466720466367,0.08212051066860226,0.04100406014198032,-0.009052509263525379,0.09876694833038716,0.020940988626224722,0.10639642695877508,0.030154954291700363
Life of Pi,0.035722622059636756,0.0906868868665148,0.10485259981678192,0.09630955398444688,0.02932761686814921,-0.013614701195295047,0.07959259418538674,0.02745544599167075,-0.015163669220485605,0.1397216655874115,-0.011716724357580654,-0.008577987633540339,0.017482024601609494,-0.010238257454201535,0.04250910002836847,0.028209842209874353,0.0542569777650218,0.05127764565671739,0.1874779901764287,0.10258478790826085,0.08957805830175498,0.014174693302675822,0.015534337082746317,0.07041525683233844,0.01813559019532555,-0.010692841673232143,0.023933810957985895,1.0,-0.013209811070780293,0.03540513406116995,0.020505915958271694,-0.012260986952661986,-0.01069547276058052,0.02250453319169472,0.0528288234446232,0.0228478582188535,-0.010763732053565466,0.06865812364749418,0.007539288342637513,0.07512986791690472,-0.01406630608129128,0.018803955010036334,-0.010681484546099214,0.009094113619013914,0.021386233467212027,0.0013035175029704215,0.022114160613623497,0.025792715739616785,0.029917247815979715,0.02444466830561341,0.027430736436166763,0.029072598558914836,-0.015281945643069556,0.009877914503129071,0.0009032273623016807,0.09020897145443842,0.05344466616423561,0.07082924061547229,0.06149406015791394,0.03174883734338057,-0.00608615838764386,0.038868531526578105,0.010059144909480646,0.027182550214216148,0.01365312570079986,0.03303637977200366,-0.013356032437981263,0.009593569376206883,0.04634791937749592,-0.014317204489655132,0.03226059823568755,0.0718089452952966,-0.016152464219555157,-0.010113042957343716,0.030210540627023153,0.049953207095490434,0.0329855265312443,0.11346773593687197,0.03025443223498863,0.02315062139822083,0.03684992405573586,0.09211327788680344,-0.015575797099343465,0.020126879879127032,0.03634950794778623,-0.009367674048678049,0.08932464941355889,0.048119413404244846,-0.011228246246162605,0.06678488590225432,-0.013970781539375867,0.08876215873255242,0.007790220081991377
Little Altars Everywhere: A Novel,0.05505784117166368,-0.011289686160752124,0.08413283699763707,-0.011940066250920993,-0.010655735175947673,-0.011547275401254345,0.0414322114208076,0.030091869679577728,-0.012861028829849103,-0.011681805642261291,0.04911821845683742,-0.007275399156558414,0.09530522254673639,0.22476231012192505,0.05390225853471904,0.1386350314883111,0.038098350848032876,0.06866167677050737,0.030995231871514397,0.20714927317176476,-0.009144436123228702,0.028258395727587798,0.11249418758077459,0.10426829649531492,-0.0105392739380696,0.03423942312822548,-0.010650099264480156,-0.013209811070780293,1.0,-0.010529978280831175,0.04696229983857287,-0.010399125989081662,-0.009071338969651253,-0.009808674203308493,-0.009552832635474963,0.05003817407161902,-0.009129232921452742,0.020431464841499606,0.1886402359923712,-0.01039300697375208,0.0514556041367599,-0.013643559487065565,-0.00905947489987325,0.035959210903435464,0.06466785273204413,0.04772946176102443,0.04484049914371069,0.05410959315996153,-0.009450491315883632,0.05099030114198159,-0.010207303185998457,0.12914215155769593,0.035123932984041706,0.0241513225248024,0.0197799311761825,0.05598500073905991,-0.010516301780521868,0.06892392271868238,-0.011375299339465397,0.05849209046325282,0.06166741870336417,0.05780485501619911,-0.01193735807443396,-0.010249001005210822,0.014118978190756193,0.06007348617301721,0.06221116135327791,0.0772412583988931,-0.009915550818777813,0.02485180900951164,0.10689252598773467,0.11457315689290583,0.0574580646014265,0.040574898250479045,0.025534116241819938,0.12661972911142658,-0.0095081805536506,0.027849444001096065,-0.009024300514906268,-0.010953976962574007,-0.009402888433258016,0.02291011228186239,0.04632268161199247,-0.012001065790927733,0.04130558200821005,0.1453376383912662,0.031680567900742945,0.10291522899869525,-0.009523209493745348,0.04634547856048478,-0.011849284071080704,-0.01121195189700064,-0.015511304180125897
Lucky : A Memoir,0.09762292192873315,-0.010610633863240994,0.11388204580273822,0.06396659466252305,0.15255452946550305,-0.010852729620303005,0.06654472243494686,0.13847118909561482,-0.012087463378080717,0.07520273249955352,-0.009339789369184576,-0.006837798284202334,0.11490353754630701,-0.00816125439256053,0.1113156270275341,-0.015262306821014707,-0.010637567010337998,0.10016022566370364,-0.012713456636747179,0.05417782788038274,0.08198035962978735,0.05664223370001643,0.05567271328560984,0.128846494651884,0.05904984366413432,-0.008523618542021324,0.13818857792988315,0.03540513406116995,-0.010529978280831175,1.0,0.06621903426249895,-0.009773639124837183,-0.00852571586896149,0.06765039028302564,-0.00897824864292698,0.06992352479324561,-0.008580127614045885,0.1681103181964776,0.09115693229563178,0.0007007646237118865,0.05640158894518523,0.14461959937740398,-0.00851456539951977,0.10344473056542075,0.06590468950692677,0.022212733292838252,0.06620259247281758,0.13228153382604438,0.08375914820831099,0.1783988355403774,0.15068637254869136,0.0823025040440154,-0.012181745435126814,0.041982684069382124,0.05618393906458768,0.07624875198878821,0.00036177157422990114,0.09898860858390048,0.09616487673166545,0.08942867812121359,0.0027322607209498235,0.10267253472458059,0.13066673533521828,0.14983890016116166,0.13775056121259913,0.05753539116887277,-0.010646536179545248,0.04302257365017368,-0.009319150044769872,-0.011412718282683375,0.08958412266736288,-0.012931253172239525,-0.012875664648228185,-0.008061441766528798,0.19306593197919522,0.09854349354185055,0.17055520119508824,-0.01497830010529251,0.19912200231126248,0.13617732765499133,0.18584428856571547,0.09139746467165213,0.06380701875591602,0.06605750763377034,0.1685533255646251,0.13418579706977957,0.23075268048645498,0.1595129164399199,0.11543617354985279,0.08494772480244434,-0.011136573065853535,0.12943755032146162,0.04426175622683819
Me Talk Pretty One Day,0.0661813225139344,0.12196195237181082,0.23999651078127296,0.09428422921658546,0.05652684434757755,-0.011953333589638595,0.044101259447585237,0.05402362266457169,0.047052481093096496,0.11110665389846407,0.0600672260874968,-0.007531237464611871,0.07816130237983232,0.03882621892067382,0.07631040797944184,0.022607146321602756,-0.011716350771222309,0.028929768911537066,0.06261095052158305,0.15542760600268565,0.05527348968792712,0.03527669837370079,0.035436507220054404,0.08520777814344732,0.0886901561016763,-0.009388021206481065,0.04782344621944433,0.020505915958271694,0.04696229983857287,0.06621903426249895,1.0,0.00459983688682203,0.04315492972257269,0.04478957958214257,-0.009888756546450283,0.11039500158800002,-0.009450261012721771,0.04880248224528815,0.07037141894996697,0.03881377932193472,-0.012349830271834497,0.08153063011256227,-0.009378049960892015,0.026682578406499246,0.09737659192033003,0.01180606479301749,0.04387451926936308,0.12273554632307326,0.056433683272221716,0.09232465154070488,0.05307931430931991,0.05529766457693415,0.06614521192193776,0.02584734283739612,0.1455168369336271,0.11217656441748346,-0.003562975175127454,0.03485810443867615,0.08954070050074038,0.060161390885354986,-0.0015248248743164677,0.25730380288515836,0.09439540117050904,0.11603978327566307,0.11517529084845148,0.128710768457605,0.0488425644290785,0.02623544426295143,0.04433477286563561,-0.012570112181019468,0.06048356257137962,0.09223230932089171,-0.014181419800661309,-0.008878973863726804,0.05782830762670414,0.10556827388443468,0.061431827496792164,0.07855611123491589,0.05660826521542451,0.04682364341075131,0.06757267776829,0.061104334236213274,0.029228959909027383,0.07970596305203663,0.13701989764953204,0.04099339478400577,0.07547295600185815,0.07759197010382313,-0.009858091711434005,0.05626404021949073,0.056683809718934976,0.11174189453804934,0.025999953084819383
Message in a Bottle,-0.009184627482318554,0.004860719575243378,0.013598604583214236,0.073179872462047,-0.009890363250713663,-0.01071786661254739,-0.008843693971490365,-0.010443246978978828,-0.011937256773444212,0.006327474888616543,0.010386718813151055,-0.006752827398969143,-0.010588718041635834,-0.008059837389378172,-0.008310975017987285,-0.004085530061033853,-0.010505377751745164,-0.010932379446044638,-0.0026992163151850356,-0.012451656011799785,-0.008487616620374247,0.05654047615135223,0.048887490250642075,-0.011012870834427087,0.04631495715173838,-0.008417698568544038,-0.009885132151146905,-0.012260986952661986,-0.010399125989081662,-0.009773639124837183,0.00459983688682203,1.0,0.006226636109515094,-0.009104144320102984,-0.00886667914302,0.06974128161951688,-0.008473505422446027,-0.010505607057413017,-0.009728175743791216,-0.009646506087128496,0.06470069236580667,-0.0016849136973923363,-0.008408757926221718,-0.012875519193038042,-0.009523604712309095,-0.010397489075864694,-0.00879822541180846,0.042099970640877026,-0.008771688716775144,-0.009449220637592562,-0.009474140887769695,-0.009013987255365296,-0.012030367220928873,0.0839460130604222,-0.017024342825456076,0.0075579662656790276,0.025960774165512287,-0.013087325490030052,0.0068206546684500486,-0.0096009340566603,0.09625340034502132,-0.00807949439804211,0.05773100291097933,0.008138181357880973,-0.01972281052317065,-0.016092950251889608,0.00636864089143735,0.05385591579865074,-0.009203344284492529,-0.011270896495158984,-0.009061834124989674,-0.012770561092194077,-0.012715663346982778,-0.007961265099319933,-0.00975919794022556,-0.004272474627677038,-0.008825234296479514,-0.0044526282128629115,-0.008376110019840826,-0.01016718315638611,-0.00872750501727677,-0.010786769202496748,-0.012261695155862553,-0.0008670846971909038,0.09666630361117222,-0.007374490228125593,-0.009283026242156704,-0.0023089329304476144,-0.008839183749460059,-0.011374893120615856,-0.010998182836639512,0.0067843275099666485,-0.014397170190569695
Midnight in the Garden of Good and Evil: A Savannah Story,-0.008011910740341337,0.04331843689139893,0.06585412387539546,-0.00966740952326952,-0.008627536359729073,-0.009349381974601001,-0.0077145084926829345,-0.009109826478645163,-0.010413077279126267,0.04926176283437329,0.0590193710088939,-0.005890609115026892,-0.009236723423736718,-0.007030736724998066,-0.007249808458482167,0.02442649968874888,-0.00916402423534139,-0.009536505260542245,0.022754860667775895,-0.010861796706292842,-0.007403896009020244,-0.011606097835696272,-0.009706042384101807,-0.009606719302464786,-0.008533242202854733,-0.007342905272979984,-0.00862297318034225,-0.01069547276058052,-0.009071338969651253,-0.00852571586896149,0.04315492972257269,0.006226636109515094,1.0,-0.00794170387424763,-0.007734558858688652,-0.008646952583303186,-0.007391586564956475,-0.009164224262674726,-0.008486057368756053,-0.008414815502862678,0.04259472236263955,0.10695421111714516,-0.007335106194750017,-0.01123153995181211,0.10199541894117758,-0.009069911061702927,-0.007674845475063047,-0.008951508996540168,-0.007651697053163539,0.047788496704521725,-0.008264458333270068,-0.00786305829426301,0.05422514109640448,-0.00926943145994567,0.04287219127799523,0.050208004819043514,-0.00851464253598689,0.0418369630475059,0.11708660075622761,-0.008375062225871312,-0.007748608595976478,-0.007047883876490136,0.04757604707710261,0.05206618348440902,-0.01720455160152212,-0.014038161179112387,0.04856567500791686,-0.010060777065067313,-0.008028237733314228,-0.009831799586502573,-0.007904795953125434,-0.011139983169889664,-0.011092094909279704,-0.006944750397197822,0.05092243914907668,0.023072441656577552,-0.007698405796218943,0.022456533604559403,-0.007306626856607395,-0.008869011191415713,-0.007613154841490743,-0.009409486905532083,-0.010696090538584056,0.025412141943403542,0.05846552360868165,-0.006432896443214972,-0.008097745694704075,0.02734286195919329,-0.0077105741473438745,-0.00992251765667593,-0.009593906705823831,0.04971313807148484,-0.012558902655813414
Mystic River,0.06751359228608222,-0.009883804873993356,0.07944992513060889,0.043114387373826585,0.17023947957593719,0.047409887046457086,0.045447741453524815,0.05560732903127815,-0.011259471487785255,0.051172676160935564,-0.008700013296003149,-0.006369408734657756,0.03973534215671827,-0.0076022080285457014,0.07746266367661557,-0.014216837984441632,-0.009908893099068344,0.030677275383307903,-0.011842584174627566,0.0358367319065462,0.056523749624173864,0.03740322234117476,0.03719563851191699,0.048283417490774694,0.03989987350700623,-0.007939750214315444,0.04933326383291578,0.02250453319169472,-0.009808674203308493,0.06765039028302564,0.04478957958214257,-0.009104144320102984,-0.00794170387424763,1.0,0.06286387557269724,0.09509088070518348,0.14358917332332194,0.05041363150953026,0.022807376345629623,-0.0016404593219831649,-0.010444647001847966,0.04413992949264859,-0.007931317212561252,0.028764663197810115,0.04484094124498635,0.01351903450513389,0.04521407853491303,-0.0096791042280303,0.05772802600517797,0.09849901908051704,0.05450285559402455,0.05663650390996918,-0.01134729521886228,0.027553281694605244,0.08520794029324749,0.05220191427669072,-0.0019073568222381795,0.0369493396169793,0.028882512912729554,0.06158331118076949,-2.3729550965388682e-05,0.0713562904341185,-0.010450823542718765,0.05414643030314602,6.27704955206367e-05,0.02312200376684487,-0.00991724787970344,0.02809292175878963,-0.008680787766418846,0.04794203428586165,0.061813635759700225,-0.01204546163574662,-0.01199368092861421,-0.0075092325727554084,0.05928445412079873,0.03306979584177189,0.06271897307950947,-0.01395228574399288,0.05783541329599281,0.048384211286458825,0.0688234392342449,0.06272292822073826,-0.01156548858917735,0.04459148699676072,0.2025339461267345,-0.006955774181321724,0.076791653571857,0.03846244175464702,-0.008337303895794887,0.057997397110936565,0.08126104510198714,0.051658210781839846,0.028340547797512775
Nickel and Dimed: On (Not) Getting By in America,-0.008437171474784762,-0.009626003658180686,0.07449285434341141,-0.010180541759420217,-0.009085473619352028,-0.00984563376446324,-0.008123983542242547,-0.009593363006261992,-0.010965788490602969,-0.009960339219834575,-0.008473089147470247,-0.0062032742007675605,-0.009726995459251427,-0.007403918149535968,-0.0076346178965235175,0.04090359862704836,-0.009650437502173748,-0.010042689286120777,-0.01153369173517681,0.04823576694647217,-0.0077968841933100455,0.03163149481178379,-0.010221225197112802,0.054267688684109715,-0.008986174463831834,-0.0077326561564506355,-0.009080668232946155,0.0528288234446232,-0.009552832635474963,-0.00897824864292698,-0.009888756546450283,-0.00886667914302,-0.007734558858688652,0.06286387557269724,1.0,-0.009105920428234092,-0.007783921381604916,-0.009650648146671143,-0.00893648512639385,-0.008861461844407005,0.03457892912313256,-0.011633003049249498,-0.007724443114330703,-0.011827693988425212,-0.008748562330971764,-0.009551328936220101,-0.0080822152685171,-0.009426642259205968,-0.008057838161573874,0.03797263486752527,0.10179958342497487,-0.00828041815429652,-0.011051321498123889,-0.009761439591124816,0.015761191522977152,-0.008784142693663514,-0.008966587553315265,-0.012022263234766552,0.05849875776204495,-0.008819598520472064,-0.008159893630125432,-0.007421975447243279,-0.010178232668060146,-0.008738677033541593,-0.018117744532266285,-0.014783286646275283,-0.00965857436343133,-0.010594788686317568,-0.008454365081134644,-0.010353657411503571,-0.008324371188246965,0.05822017331632694,-0.011680847402974556,-0.00731336779074517,-0.008964982699250786,-0.013588294961370772,0.10189119199084554,0.03857836722478065,-0.007694452133753779,-0.009339765588872654,-0.008017250184568177,-0.009908928978948416,-0.011263823688082143,-0.010232552221614765,0.07767410794554193,-0.00677434536279237,-0.008527562425453036,-0.012706782402501669,-0.008119840367494042,0.04126666502734907,-0.010103137517814444,0.07610407567919013,-0.01322551120155302
One for the Money (Stephanie Plum Novels (Paperback)),0.22135598255900554,0.01776824337164915,0.19632692018593154,0.04434067495035143,0.05988931340673633,-0.011007056752596299,0.10981734661847489,0.05736539073675549,-0.012259348574257527,0.09531363542899113,-0.009472602307495788,-0.006935032605642261,0.0925711112861179,-0.008277308420476586,0.15783860574236036,-0.015479338676250605,0.10450935766479263,0.10336108117006952,0.04210036898193107,0.14807173131740217,0.05840828460310674,0.08376458024170469,0.14714400059249513,0.16987522528923513,0.041056447216851505,0.044850501798979384,0.05086454836025249,0.0228478582188535,0.05003817407161902,0.06992352479324561,0.11039500158800002,0.06974128161951688,-0.008646952583303186,0.09509088070518348,-0.009105920428234092,1.0,0.04924466979347228,0.09117806756244413,0.08877848090799899,-0.0021484761318155006,0.06692302989783579,0.086173210872593,-0.008635643552832771,0.13343827911326508,0.04620810453585755,0.08637947088722818,0.04662948924786167,-0.010538639646338659,0.0596479815668232,0.05124053384565512,0.056260901483967854,0.14425850445745536,0.047040663464083796,0.07214804105171396,0.17976477956675332,0.05386337157026599,-0.002431352603479528,0.14608562625024918,0.029560394818856903,0.06362033302440175,0.1407927742435511,0.15600972166535784,-0.01137889010485409,0.05588836676767002,0.07342965266499707,0.07710092291925232,-0.010797931216087258,0.10470488280117463,0.10376990413146887,0.03412164377935605,0.06388462495002642,-0.013115137161692042,0.013691916212728226,0.052537499102681906,0.10574943652451191,0.1706793312885482,0.06483721802642686,0.0821625959260746,0.05977781486765549,0.049864399043299375,0.11794859176443086,0.1074054106355814,-0.012592540973183132,0.08488009425331296,0.4447352867515012,0.09740554770196612,0.07945494427773608,0.08759879425484804,-0.009077683152263972,0.18223674189857322,-0.011294936486389937,0.12431081356962845,0.03517997858418201
Red Dragon,-0.008063043343344142,0.027239092236159033,0.06525281498585384,-0.0097291076411392,0.10314682405605742,0.038352461562512284,-0.007763743052690177,0.06813441359759839,-0.010479534303400156,-0.009518669507186436,-0.008097368324473268,-0.005928203415198853,-0.009295672871275477,-0.007075607403345297,-0.007296077268728313,0.012867330495938767,-0.009222509711318388,-0.009597367937789278,-0.011022255106160823,-0.010931117490919618,0.07828088656565069,-0.011680168804816825,0.03775232519436358,0.05853703715054658,-0.008587701981554993,-0.007389768233936346,0.20563013681928144,-0.010763732053565466,-0.009129232921452742,-0.008580127614045885,-0.009450261012721771,-0.008473505422446027,-0.007391586564956475,0.14358917332332194,-0.007783921381604916,0.04924466979347228,1.0,-0.009222711015240845,-0.008540216010378306,-0.00846851947366246,-0.009721152246045705,0.041041440869027584,-0.0073819193814160895,-0.011303220464997881,-0.008360626245109297,-0.009127795900490983,0.08558908893795686,-0.009008638184648997,-0.007700530745948845,-0.008295325608839782,-0.008317202713566337,-0.007913240910018342,-0.010561274534588883,-0.00932858965257462,-0.014945408984507904,-0.008394628873527278,-0.008568983610246652,-0.011489161958686912,-0.009268919401121584,-0.008428512488336554,0.060188355640752006,-0.007092863989218055,-0.009726900941444239,-0.008351179289825844,-0.01731435231391053,-0.014127753755181228,-0.009230285761051938,0.03302201213112279,-0.008079474536385777,-0.009894546853833987,-0.007955244941686205,-0.011211079360966268,-0.011162885473958589,-0.006989072304483367,-0.00856744991996663,-0.0129857513934755,0.06566373206626754,-0.01298581884803678,-0.007353258286045007,-0.008925613872470869,-0.007661742555049345,-0.00946953894230504,-0.010764353774273564,0.04003907121217852,-0.00810588541019752,-0.006473951660958843,-0.008149426102692156,-0.012143327603570755,-0.00775978359807012,0.05392978115766015,0.08165241693485957,-0.009135819230884095,-0.0126390544953012
